what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482500364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390482503296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482515668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482529022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390482584216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390482591844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390482593888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390482595729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390482596587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390482597367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482799498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482933676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482966062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482974236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482992380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390482994939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390483014845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483017200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483117806
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390483117915
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390483117915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483119896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483345943
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1390483345974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483362152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483372074
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390483372308
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390483372354
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1390483398516
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390483569901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483592240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483605906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390483608199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483669945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483913261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390483960093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390484043883
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390484206093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390484399957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390484714193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390485294263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390485353793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390485453901
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1390485795842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390485802955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390485837681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486255861
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486256002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390486278263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486279230
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486340134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486347216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486365328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486398323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486404314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390486407699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486408651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486438322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390486452612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486453626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486468665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390486498882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486500957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486702948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486705429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486718299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486720311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486722121
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1390486728548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486738314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486763040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486765583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486781667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486786534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486788126
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390486788297
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1390486789249
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1390486789264
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1390486789264
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1390486789264
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1390486789280
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1390486789296
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1390486789296
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1390486789296
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1390486789296
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1390486789296
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1390486789311
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1390486789311
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1390486789311
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1390486789342
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1390486789358
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1390486789358
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1390486789374
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1390486789405
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1390486789452
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1390486789467
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1390486789467
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1390486789514
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1390488980425
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1390488980425
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1390488980425
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1390488980440
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1390488980440
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1390488980440
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1390488980440
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1390488980440
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1390488980440
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1390488980440
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1390488980440
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1390488980440
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1390488980440
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1390488980440
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1390488980440
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1390488980440
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1390488980440
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1390488980440
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1390488980440
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1390488980456
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1390488980456
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1390488980456
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1390488980456
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1390488980456
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1390488980456
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1390488980456
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1390488980456
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1390488980472
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1390488980472
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1390488980472
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1390488980472
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1390488980472
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1390488980472
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1390488980472
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1390488980472
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1390488980472
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1390488980472
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1390488980472
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1390488980472
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1390488980487
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1390488980487
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1390488980487
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1390488980487
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1390488980487
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1390488980487
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1390488980487
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1390488980487
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1390488980487
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1390488980503
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1390488980503
